model,clip,ground_truth,hypothesis,wer,latency_s
base.en,2078-142845-0007,then place the pan on a strong chair or dresser or table of convenient height pour into the sponge the remainder of the warm milk and water stir into it as much of the flour as you can with the spoon then wipe it out clean with your fingers and lay it aside,Then place the pan on a strong chair or dresser or table of convenient height. Pour into the sponge the remainder of the warm milk and water. Stir into it as much of the flour as you can with the spoon. Then wipe it out clean with your fingers and lay it aside.,0.0000,0.2516
base.en,3752-4943-0004,about dawn the next morning mister north who amongst other vagaries not approved of by his bishop had a habit of prowling about the prison at unofficial hours was attracted by a dispute at the door of the dormitory,"About dawn the next morning, Mr. North, who, amongst other vagaries, not approved of by his bishop, had a habit of prowling about the prison that, unofficial hours, was attracted by a dispute at the door of the dormitory.",0.0513,0.1767
base.en,3081-166546-0032,it's the most inexplicable there,It's the most inexplicable there.,0.0000,0.0399
base.en,6313-66129-0026,they saw his long hair almost brush the grass one of his hands swept down and up and once more tad butler rose standing in his stirrups uttering a cowboy yell as he waved the sombrero on high,"They saw his long hair almost brush the grass. One of his hands swept down and up, and once more Ted Butler rose standing in his strips. Uttering a cowboy yell is a wave of some rarer-owing high.",0.2105,0.1413
base.en,5536-43359-0006,the family was not only the social unit but also the unit of government,"The family was not only the social unit, but also the unit of government.",0.0000,0.0578
base.en,2277-149897-0022,all day the bar being closed he brooded alone shut out from home from the excitement of his resort from carrie and without the ability to alter his condition one iota,"All day, the bar being closed, he rooted alone, shut out from home from the excitement of his resort, from Carrie, and without the ability to alter his condition, one Iota.",0.0323,0.1044
base.en,6345-64257-0016,the old time was but a thicker dream and this is truer because more shadowy,The old time was but a thicker dream and this is truer because more shadowy.,0.0000,0.0601
base.en,1993-147149-0009,but earnest as the father was in watching the yet living he had eyes and ears for all that concerned the dead and sprang gently up and took his dead son on his hard couch in his arms with tender strength and carried him upstairs as if afraid of wakening him,"But Ernest, as the father was in watching the yet-living, he had eyes and ears for all that concerned the dead, and sprang gently up, and took his dead son on his hard couch in his arms with tender strength, and carried him upstairs, as if afraid of wakening him.",0.0588,0.2238
base.en,6313-66125-0003,don't move around lie perfectly still warned the guide are you hurt,Don't move around like perfectly still warns the guide. Are you hurt?,0.1667,0.0656
base.en,1462-170145-0006,if you'd sent me a note or telephoned me or anything,If you'd sent me a note or telephone to me or anything...,0.1818,0.0529
base.en,2428-83699-0018,no one had come to meet me the village was about half a mile and hangar dene the house for which my steps were bent about four miles by the road how far it was across ploughed fields my informant did not mention,"No one had come to meet me. The village was about a half a mile. And Hanger Dean, the house for which my steps were bent, about four miles by the road, how far it was across plowed fields my informant did not mention.",0.0930,0.1970
base.en,5536-43363-0013,another famous medicine man was born on the rum river about one hundred and fifty years ago and lived to be over a century old,Another famous medicine man was born on the Rum River about 150 years ago and lived to be over a century old.,0.1600,0.0784
base.en,8297-275155-0015,you would have seen her pining for the company of other children and would have had no mercy on her,You would have seen her pining for the company of other children and would have had no mercy on her.,0.0000,0.0791
base.en,2086-149214-0002,the author has considered it hardly worth his while therefore relentlessly to impale the story with its moral as with an iron rod or rather as by sticking a pin through a butterfly thus at once depriving it of life and causing it to stiffen in an ungainly and unnatural attitude,"The author has considered it hardly worth his while, therefore, relentlessly to impale the story with its moral as with an iron rod, or rather as by sticking a pin through a butterfly. Thus it wants to pry the good of life and causing it to stiffen in an ungainly and unnatural attitude.",0.1176,0.3470
base.en,5536-43359-0017,but to have a friend and to be true under any and all trials is the mark of a man,But to have a friend and to be true under any and all trials is the mark of a man.,0.0000,0.0674
base.en,8842-302196-0003,the only true motive for putting poetry into a fresh language must be to endow a fresh nation as far as possible with one more possession of beauty,The only true motive for putting poetry into a fresh language must be to endow a fresh nation as far as possible with one more possession of beauty.,0.0000,0.1319
base.en,3576-138058-0028,claudia told him she meant to go to a monastery of which an aunt of hers was abbess where she intended to pass her life with a better and everlasting spouse,"Claudia told him she meant to go to a monastery of which an antifers was a base, where she intended to pass her life with a better and everlasting spouse.",0.1613,0.0951
base.en,6295-244435-0040,but he saw nothing that moved there no signal lights twinkled,But he saw nothing that moved there. No signal lights twinkled.,0.0000,0.1032
base.en,3752-4944-0040,doctor we all have our crosses have we not,"Doctor, we all have our crosses, have we not?",0.0000,0.0487
base.en,2086-149214-0004,he trusts not to be considered as unpardonably offending by laying out a street that infringes upon nobody's private rights and appropriating a lot of land which had no visible owner and building a house of materials long in use for constructing castles in the air,"He trusts not to be considered as unpardonably offending by laying out a street that infringes upon nobody's private rights, and appropriating a lot of land which had no visible owner, and building a house of materials long in use for constructing castles in the air.",0.0000,0.2063
base.en,777-126732-0070,he was out of his mind with something he overheard about eating people's flesh and drinking blood what's the good of talking like that,He was out of his mind with something he overheard about eating people's flesh and drinking blood. What's the good of talking like that?,0.0000,0.1812
base.en,5895-34629-0020,these were remarkable talents,These were remarkable talents.,0.0000,0.0511
base.en,2428-83705-0028,she has a knack of getting people to do what she wishes and to give her what she wants which is a little short of miraculous,"She has a knack of getting people to do what she wishes and to give her what she wants, which is a little short of miraculous.",0.0000,0.1665
base.en,5694-64029-0006,says he i would not trust a secesh on his word oath or bond march i say,"Says he, I would not trust a sisash on his word, oath, or bond. March, I say.",0.0588,0.0783
base.en,8842-302201-0011,in the third i say what it is i purpose to speak so as not to be impeded by faintheartedness,"In the third, I say what it is I purpose to speak so as not to be impeded by faint-heartedness.",0.0000,0.1230
base.en,3081-166546-0055,honest germans men who have played here for years,"Honest Germans, men who have played here for years.",0.0000,0.0483
base.en,6295-244435-0011,there was not a single note of gloom,There was not a single note of gloom.,0.0000,0.0630
base.en,5338-284437-0028,it is much more desirable to be a private citizen happy and care free,It is much more desirable to be a private citizen happy and carefree.,0.1429,0.0547
base.en,3853-163249-0004,i feel like a boy out of school or rather a man out of prison and must enjoy my liberty in some way,"I feel like a boy out of school, or rather a man out of prison and must enjoy my liberty in some way.",0.0000,0.1078
base.en,6345-93306-0003,and again he listened with a quiet pleasure,"And again, he listened with a quiet pleasure.",0.0000,0.0687
base.en,3170-137482-0009,in every one of the seventy two parishes of the city of venice there is a large public house called magazzino,"In every one of the 72 parishes of the city of Venice, there is a large public house called Magazino.",0.1429,0.1270
base.en,5338-24640-0002,evil to him that thinks otherwise said mister morton or who holds church government and ceremonies as the exclusive gage of christian faith or moral virtue,"Evil to him that thinks otherwise,"" said Mr. Morton, or who holds church government and ceremonies as the exclusive gauge of Christian faith are moral for too.",0.1923,0.1184
base.en,2803-154320-0009,yes my lord we should try in vain,"Yes, my Lord, we should try in vain.",0.0000,0.0469
base.en,5895-34622-0007,the astonishment with which the villagers regarded this machine was overwhelming,The astonishment with which the villagers regarded this machine was overwhelming.,0.0000,0.0601
base.en,1673-143396-0000,a laudable regard for the honor of the first proselyte has countenanced the belief the hope the wish that the ebionites or at least the nazarenes were distinguished only by their obstinate perseverance in the practice of the mosaic rites,"A laudable regard for the honor of the first proselyte has countenced the belief, the hope, the wish, that the Ebionites, or at least the Nazarenes, were distinguished only by their obstinate perseverance in the practice of the Mosaic rites.",0.0250,0.1896
base.en,3576-138058-0034,what led me into it was a certain thirst for vengeance which is strong enough to disturb the quietest hearts,"What led me into it was a certain thirst for vengeance, which is strong enough to disturb the quietest hearts.",0.0000,0.0876
base.en,174-168635-0015,and then he talked of her mother and he made her pray,And then he talked to her mother and he made her pray.,0.0833,0.0624
base.en,6241-66616-0021,we shall make more money up here this winter than you could earn in detroit in three years,We shall make more money up here this winter than you could earn in Detroit in three years.,0.0000,0.0743
base.en,2428-83699-0000,i imagine there were several kinds of old fashioned christmases but it could hardly be worse than a chop in my chambers or horror of horrors at the club or my cousin lucy's notion of what she calls the festive season,"I imagine there were several kinds of old-fashioned Christmases, but it could hardly be worse than a chop in my chambers, or horror of horrors at the club, or my cousin Lucy's notion of what she calls the festive season.",0.0488,0.1676
base.en,1462-170142-0009,she looked at his heavy shoulders and big determined head thrust forward like a catapult in leash,"She looked at his heavy shoulders and big determined head, thrust forward like a catapult in leash.",0.0000,0.1042
base.en,251-137823-0011,the young inventor had just noticed his friend lying pinned beneath a heavy beam nearby,The young inventor had just noticed his friend lying pin beneath a heavy beam nearby.,0.0667,0.0569
base.en,8297-275155-0009,but you ought to have known that we are only half an hour behind you at sydenham in the matter of news,But you ought to have known that we are only half an hour behind you at Sidonam in the matter of news.,0.0455,0.0845
base.en,1919-142785-0049,it will be well to state in the beginning of this recipe that french forcemeat or quenelles consist of the blending of three separate processes namely panada udder and whatever meat you intend using panada,"It will be well to state in the beginning of this recipe that French forced meat or canals consist of the blending of three separate processes namely panetta, utter, and whatever meat you intend using. Panetta.",0.1714,0.2028
base.en,2277-149874-0003,he was of a clean saving disposition and had already paid a number of monthly instalments on two lots far out on the west side,"He was of a clean, saving disposition and had already paid a number of monthly installments on two lots far out on the west side.",0.0400,0.0941
base.en,3536-8226-0001,and now it had come to pass that his sole remaining ally mister samuel bozzle the ex policeman was becoming weary of his service,"And now it had come to pass that his sole remaining ally, Mr. Samuel Basel, the ex-policeman, was becoming weary of his service.",0.1667,0.0857
base.en,777-126732-0080,he can't stand the notion of any cruelty,You can't stand the notion of any cruelty.,0.1250,0.0450
base.en,6313-66125-0022,lige leaning over the brink was able to follow the boy's movements by the aid of the thin arc of light made by the torch in tad's hand,"Lige, leaning over the brink, was able to follow the boy's movements by the aid of the thin arc of light made by the torch in Ted's hand.",0.0357,0.1104
base.en,5338-24615-0002,occasionally indeed when such a consummation seemed inevitable a watchful old grandam with her close cap distaff and spindle rushed like a sibyl in frenzy out of one of these miserable cells dashed into the middle of the path and snatching up her own charge from among the sunburnt loiterers saluted him with a sound cuff and transported him back to his dungeon the little white headed varlet screaming all the while from the very top of his lungs a shrilly treble to the growling remonstrances of the enraged matron,"Occasionally, indeed, when such a consummation seemed inevitable, a watchful old grandadm with her close-cap, dis-staff, and spindle, rushed like a sibil and frenzy out of one of these miserable cells, dashed into the middle of the path, and snatching up her own charge from among the sun-burnt loiterers, saluted him with a sound cuff, and transported him back to his dungeon. The little white-headed varlate screaming all the while from the very top of his lungs a shrilly treble to the growling romances of the enraged matron.",0.1111,0.4315
base.en,7976-110523-0012,the old woman behaved very kindly to them but in reality she was a wicked old witch who way laid children and built the breadhouse in order to entice them in but as soon as they were in her power she killed them cooked and ate them and made a great festival of the day,"The old woman behaved very kindly to them, but in reality she was a wicked old witch who waylaid children and built the bread house in order to entice them in. But as soon as they were in her power, she killed them, cooked them and ate them, and made a great festival of the day.",0.0909,0.2411
base.en,1988-24833-0023,tom says thanks and looks at hilda and she blushes really,Tom says thanks and looks at Hilda and she blushes. Really.,0.0000,0.0916
base.en,2902-9006-0015,the countless treasures which five centuries of rapine had accumulated round the capitol had become the prey of men clothed in sheepskins and horse hide and the sister of an emperor had found her beauty virtue and pride of race worthily matched by those of the hard handed northern hero who led her away from italy as his captive and his bride to found new kingdoms in south france and spain and to drive the newly arrived vandals across the straits of gibraltar into the then blooming coast land of northern africa,"The countless treasures which five centuries of Rapin had accumulated around the capital had become the prey of men clothed in sheepskins and horse-hide, and the sister of an emperor had found her beauty, virtue, and pride of race worthily matched by those of the hard-handed northern hero who led her away from Italy as his captive and his bride, to found new kingdoms in south France and Spain, and to drive the newly-arrived vandals across the the Straits of Gibraltar into the then-blooming coastland of northern Africa.",0.1522,0.3151
base.en,1988-147956-0019,we stood panting on the edge of the ravine looking down at the trees and bushes that grew below us,"We stood panting on the edge of the ravine, looking down at the trees and bushes that grew below us.",0.0000,0.0763
base.en,5895-34629-0033,at that hour there was no one in the fair ground except perhaps some reeling drunkard making staggering shadows in dark corners,"At that hour there was no one in the fairground except perhaps some reeling drunkard, making staggering shadows and dark corners.",0.1364,0.1166
base.en,2412-153954-0008,the men were as handsome as the women beautiful,The men were as handsome as the women beautiful.,0.0000,0.0449
base.en,6295-64301-0006,when he reached the suburbs the light of homes was shining through curtains of all colors,"When he reached the suburbs, the light of homes was shining through curtains of all colors.",0.0000,0.0606
base.en,8842-302196-0002,the life blood of rhythmical translation is this commandment that a good poem shall not be turned into a bad one,The lifeblood of rhythmical translation is this commandment that a good poem shall not be turned into a bad one.,0.0952,0.0733
base.en,6313-66129-0001,with a shout the boys dashed pell mell to meet the pack train and falling in behind the slow moving burros urged them on with derisive shouts and sundry resounding slaps on the animals flanks,with a shout the boy's dash pale male to meet the pack train and falling in behind the slow-moving burrows Hurched them on with the risk of shouts and sundry resounding slaps on the animals flanks,0.3143,0.1487
base.en,174-168635-0014,cosette was no longer in rags she was in mourning,Cusette was no longer in Rags. She was in mourning.,0.1000,0.0596
base.en,7850-281318-0009,so in a great company they came fluttering hopping twittering up to the elm tree where mother magpie nestled comfortably in her new house,"So in a great company they came fluttering, hopping, twittering up to the Elm Tree where Mother Magpie nestled comfortably in her new house.",0.0000,0.0891
base.en,1988-148538-0009,if i say to an american that the country he lives in is a fine one ay he replies there is not its fellow in the world,"If I say to an American that the country he lives in is a fine one. I, he replies, there is not its fellow in the world.""",0.0370,0.1479
base.en,5338-24615-0003,the evil and remedy such as it is still exist but this is remote from our present purpose and is only thrown out for consideration of the collectors under mister dent's dog bill,"The evil and remedy such as it is still exist, but this is remote from our present purpose and is only thrown out for consideration of the collectors under Mr. Dent's dog bill.",0.0303,0.1158
base.en,1988-24833-0011,besides says tom half the reason you and your father are always bickering is that you're so much alike me like him sure,"Besides, says Tom, half the reason you and your father are always bickering is that you're so much alike. Me? Like him? Sure. Yeah.",0.0435,0.1803
base.en,6319-275224-0006,then the wind took another frolic round the garden and made up to the large white lily into whose refined ear he whispered a doubt as to the necessity or advantage of her thick powerful stem being propped up against a stupid ugly stick,"Then the wind took another frolic round the garden, and made up to the large white lily, and to whose refined ear he whispered a doubt as to the necessity or advantage of her thick, powerful stem being propped up against a stupid, ugly stick.",0.0455,0.1357
base.en,777-126732-0057,her bare feet as if poked through the bottom of an unadorned sleeved calico sack buttoned tightly at neck and wrists felt over the rug for the slippers while she looked upward into her husband's face,"Her bare feet, as if poked through the bottom of an unadorned sleeve the calicle sack, but entirely at neck and wrists, felt over the rug for the slippers while she looked upward into her husband's face.",0.1389,0.1238
base.en,174-50561-0006,o if you play us a roundel singer how can that harm the emperor's daughter,"Oh, if you play a surround-al singer, how can that harm the Emperor's daughter?",0.2000,0.0639
base.en,5694-64025-0010,i had heard and read of battlefields seen pictures of battlefields of horses and men of cannon and wagons all jumbled together while the ground was strewn with dead and dying and wounded but i must confess that i never realized the pomp and circumstance of the thing called glorious war until i saw this,"I had heard and read of battlefields, seen pictures of battlefields, of horses and men of tannin and wagons all jumbled together, while the ground was strewn with dead and dying and wounded, but I must confess that I never realized the pomp and circumstance of the thing called glorious war until I saw this.",0.0182,0.2295
base.en,6295-64301-0021,i love thee i love thee cried the violin and the worship was entreaty that knew not itself,I love the cried the vile in and the worship was in treaty that knew not itself.,0.4444,0.0677
base.en,3536-23268-0030,keep your appointment and be assured that i shall issue my commands with more circumspection for the future as i find how strictly they are complied with,"Keep your appointment, and be assured that I shall issue my commands with more circumspection for the future, as I find how strictly they are complied with.",0.0000,0.0878
base.en,6319-275224-0004,why not allow your silver tufts to luxuriate in a natural manner,Why not allow your silver tufts to luxuriate in a natural manner?,0.0000,0.0653
base.en,2412-153947-0011,i attribute its unlooked for success mainly to two early favourable reviews the first in the pall mall gazette of april twelfth and the second in the spectator of april twentieth,I attribute its unlocked for success mainly to two early favorable reviews. The first in the palm oil gazette of April 12th and the second in the spectator of April 20th.,0.1935,0.1300
base.en,6345-64257-0004,this was her dream as nearly as she could recall it when she came to herself after waking from it with a cry,This was her dream as nearly as she could recall it when she came to herself after waking from it with a cry.,0.0000,0.1228
base.en,8297-275155-0031,arrived at the station randal found that he must wait for the train,"Arrived at the station, Randall found that he must wait for the train. //",0.0769,0.0714
base.en,2428-83699-0037,there was a rush of retreating feet an expostulating voice then darkness again and silence,"There was a rush of retreating feet, an expostulating voice, then darkness again, and silence.",0.0000,0.0755
base.en,8297-275154-0002,this alternative in the captain's plans terminating the voyage a month earlier than his arrangements had contemplated puzzled randal,"This alternative in the captain's plans, terminating the voyage a month earlier than his arrangements had contemplated puzzled Randall.",0.0526,0.1325
base.en,6313-66129-0032,why don't you move the pony,Why don't you move the pony?,0.0000,0.0406
base.en,1993-147149-0018,he did not speak as though fearing to destroy by sound or motion the happiness of that moment when her soft hand's touch thrilled through his frame and her silvery voice was whispering tenderness in his ear,"He did not speak, as though fearing to destroy by sound or motion the happiness of that moment, when her soft hands touched, thrilled through his frame, and her silvery voice was whispering tenderness in his ear.",0.0541,0.2669
base.en,3000-15664-0032,the ducks less wary kept their places merely swimming in and out through openings in the rushes rippling the glassy water and raising spangles in their wake,"The ducks, less wary, kept their places merely swimming in and out through openings in the rushes, rippling the glassy water and raising spangles in their wake.",0.0000,0.1763
base.en,2277-149897-0005,it was with great opposition after two or three hours of the most urgent mental affirmation and denial that at last he got an envelope placed in it the requested amount and slowly sealed it up,"It was with great opposition after two or three hours of the most urgent mental affirmation and denial that at last he got an envelope, placed in it the requested amount, and slowly sealed it up.",0.0000,0.1994
base.en,2902-9006-0002,not be it ever remembered that the slightest suspicion of immorality attaches either to the heroine of this book or to the leading philosophers of her school for several centuries,"Not, be it ever remembered, that the slightest suspicion of immorality attaches either to the heroine of this book or to the leading philosophers of her school for several centuries.",0.0000,0.1471
base.en,8297-275154-0009,he drank the wine greedily,He drank the wine greedily.,0.0000,0.0384
base.en,1673-143397-0015,return to your provinces and may your private virtues repair the mischief and scandal of your meeting,Return to your provinces and may your private virtues repair the mischief and scandal of your meeting.,0.0000,0.0715
base.en,6319-275224-0017,weeds meanwhile sprang up and a dreary confusion reigned in the once orderly and brilliant little garden,"Weeds, meanwhile, sprying up, and a dreary confusion reigned in the once orderly and brilliant little garden.",0.0588,0.1025
base.en,3170-137482-0048,i threw myself at his feet to assure him of my gratitude and embraced him calling him my father,"I threw myself at his feet, to assure him of my gratitude, and embraced him, calling him my father.",0.0000,0.1851
base.en,8297-275154-0012,randal he said you know where sydney is,"Randall, he said, you know where Sydney is.",0.1250,0.0809
base.en,6313-66125-0013,he tilted his head to look up,He told it his head to look up.,0.2857,0.0419
base.en,8297-275154-0022,you can't do it,You can't do it.,0.0000,0.0384
base.en,2412-153947-0013,the first edition of erewhon sold in about three weeks i had not taken moulds and as the demand was strong it was set up again immediately,"The first edition of Iruwan sold in about three weeks. I had not taken molds, and as the demand was strong, it was set up again immediately.",0.0741,0.1162
base.en,652-130726-0005,this garish display of mirrors and elaborate decoration of ceiling and pillars gives it the appearance of the abode of saturnalia but decorum is the rule among the patrons,"This garish display of mirrors and elaborate decoration of ceiling and pillars gives it the appearance of the abode of Saturnalia, but decorum is the rule among the patrons.",0.0000,0.0978
base.en,777-126732-0071,mister verloc was fully responsive now,Mr. Verloch was fully responsive now.,0.3333,0.0516
base.en,3000-15664-0010,every crystal dances responsive to the touches of the sun and currents of sap in the growing cells of all the vegetation are ever in a vital whirl and rush and though many feet and wings are folded how many are astir,"Every crystal dances responsive to the touches of the sun, and the currents of sap in the growing cells of all the vegetation are ever in a vital whirl and rush, and though many feet and wings are folded, how many are a stir?",0.0714,0.1444
base.en,251-136532-0003,the civilian specialists in other fields and the space force people who had been holding tape lines and making sketches and snapping cameras were all flying to lower syrtis to find out how much oxygen there was and what kind of life it supported,The civilian specialists in other fields and the space force people who had been holding tape lines and making sketches and snapping cameras were all flying to lower cyrtists to find out how much oxygen there was and what kind of life it supported.,0.0227,0.1238
base.en,251-137823-0008,then tom who had been stunned by some falling debris raised himself to a sitting position,"Then Tom, who had been stunned by some falling debris, raised himself to a sitting position.",0.0000,0.0638
base.en,84-121550-0011,now helicon must needs pour forth for me and with her choir urania must assist me to put in verse things difficult to think,"Now Helicon must needs poor fourth for me, and with her choir, Uranium must assist me to put in verse things difficult to think.",0.1250,0.0851
base.en,5895-34629-0009,we are in london said ursus we must be prepared for the gentry,"We are in London,"" said Ursus. We must be prepared for the gentry.",0.0000,0.1183
base.en,6295-244435-0022,four months had made great changes he bore himself more like a man his manner was much more considered and grave,Four months had made great changes. He bore himself more like a man. His manner was much more considered engraved.,0.0952,0.0789
base.en,6345-93306-0000,the last strains of the ill treated ill fated intermezzo had died away and after them had died away also the rumbling of the wheels of the murderous barrel organ that had so gaily executed that along with the nine other tunes of its repertory to the admiration of the housemaid at the window of the house opposite and the crowing delight of the two babies next door,"The last strains of the ill-treated, ill-fated intermezzo had died away, and after them had died away also the rumbling of the wheels of the murderous barrel organ that had so gaily executed that, along with the nine other tunes of its repertory, to the admiration of the house made at the window of the house opposite, and the crowing delight of the two babies next door.",0.0882,0.3049
base.en,422-122949-0032,probably but fortunately nothing for my own teeth perhaps it betrays the species to which i belong but not to myself as is sufficiently agreeable to me but what has happened to you,"Probably, but fortunately nothing for my own teeth. Perhaps it betrays the species to which I belong, but not to myself as it is sufficiently agreeable to me. But what has happened to you?",0.0303,0.1112
base.en,5338-284437-0001,here said one of their guides as the procession halted before the little stone building is the palace of tourmaline who is our queen,"Here,"" said one of their guides, as the procession halted before the little stone building, is the palace of tourmaline who is our queen.",0.0000,0.1313
base.en,174-84280-0015,she was destroyed not merely by the unconsidered undisciplined passions of her husband and her lover but by the vast tradition that sustains and enforces the subjugation of her sex,"She was destroyed, not merely by the unconquered, undisciplined passions of her husband and her lover, but by the vast tradition that sustains and enforces the subjugation of her sex.",0.0333,0.1592
base.en,6313-66129-0024,then bidding the boys ride up near the spot to watch him he drew off some ten rods and wheeling spurred his pony to a run,"Then, bidding the boys right up near the spot to watch him, he drew off some ten rods and, wheeling, spurred his pony to a red.",0.0769,0.0900
base.en,2428-83705-0021,i shall make papa give me five hundred pounds at least,I shall make Papa give me 500 pounds at least.,0.1818,0.0456
base.en,6319-275224-0020,i am not thinking about the garden mamma replied the young girl without lifting up her face we can plant new flowers and tie up even some of these afresh,"I am not thinking about the garden mama,"" replied the young girl, without lifting up her face. We can plant new flowers and tie up even some of these afresh.",0.0333,0.1588
base.en,1272-141231-0011,the other voice snapped with a harsh urgency clearly used to command,The other voice snapped with a harsh urgency clearly used to command.,0.0000,0.0754
base.en,3536-23268-0018,miss woodley thought it her duty to be mute and now the gingle of a tea spoon was like a deep toned bell all was so quiet,"Miss Woodley thought it her duty to be mute, and now the jingle of a teaspoon was like a deep toned bell all was so quiet.",0.1111,0.1983
base.en,5694-64038-0009,the voice appeared to be overhead,The voice appeared to be overhead.,0.0000,0.0390
base.en,777-126732-0026,he had been a prisoner himself,He had been a prisoner himself.,0.0000,0.0556
base.en,5536-43359-0018,this bond is between man and man is usually formed in early youth and can only be broken by death,"This bond is between man and man, is usually formed in early youth and can only be broken by death.",0.0000,0.1011
base.en,8297-275154-0014,you don't know what it is to be used to seeing a pretty creature always nicely dressed always about the room thinking so much of you and so little of herself and then to be left alone as i am left out in the dark,"You don't know what it is to be used to seeing a pretty creature, always nicely dressed, always about the room, thinking so much of you and so little of herself, and then to be left alone as I am left, out in the dark.",0.0000,0.2418
base.en,7976-105575-0016,once in the night i slipped away from the bivouac and hurried to the old tishimingo hotel to see a lieutenant of my company who had been shot through the breast,"Once in the night, I slipped away from the bivowack and hurried to the old Tishomingo Hotel to see a lieutenant of my company who had been shut through the breast.",0.0968,0.1432
base.en,6295-244435-0015,colonel kenton writes wisely,Colonel Kenton writes wisely.,0.0000,0.0366
base.en,2277-149897-0028,he would explain to her just where he stood and how much he needed her,He would explain to her just where he stood and how much he needed her.,0.0000,0.0544
base.en,2086-149220-0027,he exhibited a daguerreotype miniature in a morocco case,He exhibited a DeGarrow-type miniature in a Morocco case.,0.1111,0.0513
base.en,777-126732-0039,i would call it cannibalistic that's what it is,I would call it cannibalistic. That's what it is. . . . . . . . . . . .,0.0000,0.4543
base.en,5694-64025-0005,on sunday morning a clear beautiful and still day the order was given for the whole army to advance and to attack immediately,"On Sunday morning, a clear, beautiful, and still day, the order was given for the whole army to advance and to attack immediately.",0.0000,0.1452
base.en,5895-34615-0004,it seemed evident that a mysterious and probably occult science which was to surgery what alchemy was to chemistry had chiselled his flesh evidently at a very tender age and manufactured his countenance with premeditation,"It seemed evident that a mysterious and probably occult science, which was to surgery what alchemy was to chemistry, had chiseled his flesh, evidently at a very tender age, and manufactured his countenance with premeditation.",0.0286,0.1587
base.en,5536-43358-0009,when he returned to the camp he must remain at a distance until he had again entered the vapor bath and prepared himself for intercourse with his fellows,"When he returned to the camp, he must remain at a distance until he had again entered the vapor bath and prepared himself for intercourse with his fellows.",0.0000,0.1372
base.en,777-126732-0054,he watched him gesticulating and murmuring in the kitchen,He watched him justiculating and murmuring in the kitchen.,0.1111,0.0699
base.en,1462-170142-0018,there is this deception between me and everything,There is this deception between me and everything.,0.0000,0.0424
base.en,5895-34615-0000,but is laughter a synonym of joy,But is laughter a synonym of joy?,0.0000,0.0534
base.en,3081-166546-0048,well well that's honest at all events,"Well, well, that's honest at all events.",0.0000,0.0786
base.en,251-118436-0004,a low confused moan waned from his mouth,A low confused moan wane from his mouth.,0.1250,0.0689
base.en,6313-66129-0005,jam exclaimed chunky stretching his neck and eyeing the dish longingly,"Jam, explain Chunky, stretching his neck and eyeing the dish longingly.",0.0909,0.0687
base.en,1272-128104-0000,mister quilter is the apostle of the middle classes and we are glad to welcome his gospel,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",0.0588,0.1137
base.en,251-118436-0013,by which a soul is drawn from its body and across gulfs of echoing space returned the man on the mat,By which a soul is drawn from its body and across gulfs of echoing space. Return the man on the mat.,0.0476,0.1127
base.en,7850-286674-0012,scared dah who's afraid answered he,Scared? Duh! Who's afraid? Answer T.,0.5000,0.1223
base.en,6241-66616-0014,at last so daring did he become that the provincial government placed a price upon his head and upon those of a number of his most notorious followers,"At last, so daring did he become, that the provincial government placed a price upon his head and upon those of a number of his most notorious followers.",0.0000,0.1599
small.en,1272-141231-0023,the strength that enables someone in a trance to hold his body stiff and unsupported except at two points the head and heels,"The strength that enables someone in a trance to hold his body stiff and unsupported except at two points, the head and heels.",0.0000,0.1731
small.en,6295-244435-0025,but he looked back at charleston the gay the volatile and the beautiful with real affection,"But he looked back at Charleston, the gay, the volatile, and the beautiful, with real affection.",0.0000,0.1568
small.en,251-137823-0016,and the only truck we had available was in that burning shed the superintendent added bitterly,"And the only truck we had available was in that burning shed,"" the superintendent added bitterly.",0.0000,0.1750
small.en,777-126732-0009,the old terrorist turned slowly his head on his skinny neck from side to side,The old terrorist turns slowly his head on a skinny neck from side to side.,0.1333,0.1419
small.en,3576-138058-0039,one of the squires observed in his mixture of gascon and catalan this captain of ours would make a better friar than highwayman if he wants to be so generous another time let it be with his own property and not ours,"One of the squires observed in his mixture of gascon and Catalan, this captain of ours would make a better fryer than a highwayman. If he wants to be so generous another time, let it be with his own property and not ours.",0.0476,0.3699
small.en,1462-170145-0012,he bent his face over her hair,He bent his face over her hair.,0.0000,0.1060
small.en,3000-15664-0013,a thousand thousand voices are heard but so finely blended they seem a part of the night itself and make a deeper silence,"A thousand thousand voices are heard, but so finely blended they seem a part of the night itself, and make a deeper silence.",0.0000,0.1505
small.en,7976-105575-0010,fifteen officers of our little half regiment were dead or wounded,Fifteen officers of our little half regiment were dead or wounded.,0.0000,0.1337
small.en,2277-149897-0022,all day the bar being closed he brooded alone shut out from home from the excitement of his resort from carrie and without the ability to alter his condition one iota,"All day the bar being closed, he rooted alone, shut out from home, from the excitement of his resort, from Kerry, and without the ability to alter his condition one iota.",0.0645,0.2610
small.en,1993-147149-0007,over the child which yet breathed the father bent watching anxiously for some ground of hope where hope there was none,"over the child which yet breathed the father bent, watching anxiously for some ground of hope where hope there was none.",0.0000,0.1693
